breed,coat_type,coat_length,size,shedding,grooming_frequency,matting_risk,heat_sensitivity,moisture_sensitivity,double_coat,clipping_risk,style,season,price,maintenance_level,season_fit,clip_intensity,undercoat_safe,base_popularity,coat_compatible,size_compatible,expert_score
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,0,1,5.0
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,0,1,5.0
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,94.62599999999999
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.559999999999995
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.945
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,99.0
Pomeranian,double,long,small,medium,high,0.85,0.9,0.8,1,1.0,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,99.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,0,1,39.582499999999996
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,0,1,38.214
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,24.0675
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,26.006
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,0,50.394999999999996
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,0,55.035000000000004
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,20.465000000000003
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.620000000000005
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,5.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,5.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,0,1,5.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,0,1,5.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,94.226
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.5325
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.945
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,99.0
Japanese Spitz,double,long,small,high,high,0.8,0.9,0.75,1,1.0,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,99.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,0,1,32.824999999999996
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,0,1,30.994999999999997
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,23.875
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,25.355
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,1,69.274
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,1,73.45750000000001
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,20.234
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.990000000000002
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,5.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,5.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,0,1,5.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,0,1,5.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,98.46399999999998
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.965
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.504999999999995
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.4725
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,99.0
Border Collie,double,medium,medium,high,high,0.65,0.75,0.7,1,0.95,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,99.0
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,95.85499999999999
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,93.14099999999999
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,1,1,78.64500000000001
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,1,1,79.78900000000002
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,0,50.757999999999996
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,0,54.8425
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,21.158000000000005
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.410000000000004
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,1,1,65.97200000000001
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,1,1,67.89599999999999
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,79.18499999999999
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,86.196
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,95.139
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.614999999999995
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.7875
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,94.821
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,39.29
Shih Tzu,silky,long,small,low,high,0.95,0.85,0.9,0,0.2,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,37.254999999999995
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,95.85499999999999
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,93.14099999999999
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,1,1,78.64500000000001
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,1,1,79.78900000000002
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,0,50.757999999999996
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,0,54.8425
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,21.158000000000005
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.410000000000004
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,1,1,65.97200000000001
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,1,1,67.89599999999999
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,79.18499999999999
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,86.196
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,95.139
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.614999999999995
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.7875
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,94.821
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,39.29
Maltese,silky,long,small,low,high,0.95,0.85,0.9,0,0.15,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,37.254999999999995
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,95.0975
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,92.46799999999999
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,1,1,78.4525
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,1,1,79.572
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,0,50.637
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,0,54.65
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,20.927000000000003
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.200000000000003
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,1,1,65.818
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,1,1,67.728
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,78.7725
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,85.88799999999999
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,94.452
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.5875
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.63
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,94.148
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,38.905
Yorkshire Terrier,silky,long,small,low,high,0.9,0.8,0.85,0,0.15,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,36.94
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,0,1,41.855
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,0,1,39.141
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,24.645
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,25.789
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,0,50.757999999999996
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,0,54.8425
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,21.158000000000005
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.410000000000004
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,5.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,5.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,0,1,5.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,0,1,5.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,95.139
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.614999999999995
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.7875
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,99.0
Lhasa Apso,double,long,small,medium,high,0.95,0.85,0.9,1,0.85,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,99.0
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,95.85499999999999
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,92.86799999999998
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,1,1,78.64500000000001
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,1,1,79.572
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,1,15.758000000000003
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,1,19.650000000000002
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,1,1,75.158
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,1,1,76.2
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,1,1,65.97200000000001
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,1,1,67.728
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,79.18499999999999
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,85.88799999999999
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,94.85199999999999
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.614999999999995
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.63
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,94.54799999999999
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,39.29
Poodle,curly,long,medium,low,high,0.95,0.8,0.9,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,36.94
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,95.85499999999999
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,92.86799999999998
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,1,1,78.64500000000001
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,1,1,79.572
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,0,5.0
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,0,5.0
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,1,1,75.158
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,1,1,76.2
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,1,1,65.97200000000001
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,1,1,67.728
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,79.18499999999999
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,85.88799999999999
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,94.85199999999999
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.614999999999995
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.63
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,94.54799999999999
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,39.29
Bichon Frise,curly,long,small,low,high,0.95,0.8,0.9,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,36.94
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,86.4675
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,84.449
